date,epiyear,epiweek,location,flu.admits
2022-07-09,2022,27,12,177
2022-07-16,2022,28,12,134
2022-07-23,2022,29,12,97
2022-07-30,2022,30,12,81
2022-08-06,2022,31,12,87
2022-08-13,2022,32,12,89
2022-08-20,2022,33,12,67
2022-08-27,2022,34,12,75
2022-09-03,2022,35,12,70
2022-09-10,2022,36,12,60
2022-09-17,2022,37,12,78
2022-09-24,2022,38,12,81
2022-10-01,2022,39,12,77
2022-10-08,2022,40,12,110
2022-10-15,2022,41,12,105
2022-10-22,2022,42,12,125
2022-10-29,2022,43,12,260
2022-11-05,2022,44,12,304
2022-11-12,2022,45,12,490
2022-11-19,2022,46,12,504
2022-11-26,2022,47,12,803
2022-12-03,2022,48,12,896
2022-12-10,2022,49,12,789
2022-12-17,2022,50,12,891
2022-12-24,2022,51,12,982
2022-12-31,2022,52,12,1297
2023-01-07,2023,1,12,1213
2023-01-14,2023,2,12,714
2023-01-21,2023,3,12,577
2023-01-28,2023,4,12,410
2023-02-04,2023,5,12,343
2023-02-11,2023,6,12,300
2023-02-18,2023,7,12,226
2023-02-25,2023,8,12,201
2023-03-04,2023,9,12,184
2023-03-11,2023,10,12,188
2023-03-18,2023,11,12,201
2023-03-25,2023,12,12,162
2023-04-01,2023,13,12,162
2023-04-08,2023,14,12,182
2023-04-15,2023,15,12,135
2023-04-22,2023,16,12,141
2023-04-29,2023,17,12,141
2023-05-06,2023,18,12,125
2023-05-13,2023,19,12,135
2023-05-20,2023,20,12,136
2023-05-27,2023,21,12,140
2022-02-12,2022,6,13,38
2022-02-19,2022,7,13,45
2022-02-26,2022,8,13,35
2022-03-05,2022,9,13,28
2022-03-12,2022,10,13,37
2022-03-19,2022,11,13,34
2022-03-26,2022,12,13,33
2022-04-02,2022,13,13,46
2022-04-09,2022,14,13,31
2022-04-16,2022,15,13,41
2022-04-23,2022,16,13,44
2022-04-30,2022,17,13,41
2022-05-07,2022,18,13,43
2022-05-14,2022,19,13,43
2022-05-21,2022,20,13,49
2022-05-28,2022,21,13,64
2022-06-04,2022,22,13,63
2022-06-11,2022,23,13,38
2022-06-18,2022,24,13,36
2022-06-25,2022,25,13,26
2022-07-02,2022,26,13,34
2022-07-09,2022,27,13,23
2022-07-16,2022,28,13,26
2022-07-23,2022,29,13,26
2022-07-30,2022,30,13,33
2022-08-06,2022,31,13,31
2022-08-13,2022,32,13,13
2022-08-20,2022,33,13,19
2022-08-27,2022,34,13,17
2022-09-03,2022,35,13,22
2022-09-10,2022,36,13,38
2022-09-17,2022,37,13,36
2022-09-24,2022,38,13,39
2022-10-01,2022,39,13,54
2022-10-08,2022,40,13,87
2022-10-15,2022,41,13,113
2022-10-22,2022,42,13,119
2022-10-29,2022,43,13,176
2022-11-05,2022,44,13,217
2022-11-12,2022,45,13,250
2022-11-19,2022,46,13,193
2022-11-26,2022,47,13,251
2022-12-03,2022,48,13,252
2022-12-10,2022,49,13,172
2022-12-17,2022,50,13,138
2022-12-24,2022,51,13,162
2022-12-31,2022,52,13,195
2023-01-07,2023,1,13,168
2023-01-14,2023,2,13,106
2023-01-21,2023,3,13,71
2023-01-28,2023,4,13,70
2023-02-04,2023,5,13,88
2023-02-11,2023,6,13,82
2023-02-18,2023,7,13,69
2023-02-25,2023,8,13,70
2023-03-04,2023,9,13,44
2023-03-11,2023,10,13,55
2023-03-18,2023,11,13,51
2023-03-25,2023,12,13,68
2023-04-01,2023,13,13,49
2023-04-08,2023,14,13,48
2023-04-15,2023,15,13,30
2023-04-22,2023,16,13,48
2023-04-29,2023,17,13,40
2023-05-06,2023,18,13,36
2023-05-13,2023,19,13,52
2023-05-20,2023,20,13,29
2023-05-27,2023,21,13,38
2022-02-12,2022,6,15,0
2022-02-19,2022,7,15,0
2022-02-26,2022,8,15,0
2022-03-05,2022,9,15,0
2022-03-12,2022,10,15,0
2022-03-19,2022,11,15,1
2022-03-26,2022,12,15,0
2022-04-02,2022,13,15,1
2022-04-09,2022,14,15,4
2022-04-16,2022,15,15,10
2022-04-23,2022,16,15,6
2022-04-30,2022,17,15,4
2022-05-07,2022,18,15,1
2022-05-14,2022,19,15,4
2022-05-21,2022,20,15,10
2022-05-28,2022,21,15,9
2022-06-04,2022,22,15,4
2022-06-11,2022,23,15,3
2022-06-18,2022,24,15,4
2022-06-25,2022,25,15,6
2022-07-02,2022,26,15,4
2022-07-09,2022,27,15,2
2022-07-16,2022,28,15,0
2022-07-23,2022,29,15,1
2022-07-30,2022,30,15,2
2022-08-06,2022,31,15,3
2022-08-13,2022,32,15,2
2022-08-20,2022,33,15,0
2022-08-27,2022,34,15,1
2022-09-03,2022,35,15,2
2022-09-10,2022,36,15,1
2022-09-17,2022,37,15,2
2022-09-24,2022,38,15,3
2022-10-01,2022,39,15,5
2022-10-08,2022,40,15,4
2022-10-15,2022,41,15,6
2022-10-22,2022,42,15,4
2022-10-29,2022,43,15,6
2022-11-05,2022,44,15,8
2022-11-12,2022,45,15,25
2022-11-19,2022,46,15,10
2022-11-26,2022,47,15,12
2022-12-03,2022,48,15,12
2022-12-10,2022,49,15,11
2022-12-17,2022,50,15,17
2022-12-24,2022,51,15,31
2022-12-31,2022,52,15,28
2023-01-07,2023,1,15,10
2023-01-14,2023,2,15,9
2023-01-21,2023,3,15,0
2023-01-28,2023,4,15,11
2023-02-04,2023,5,15,6
2023-02-11,2023,6,15,10
2023-02-18,2023,7,15,4
2023-02-25,2023,8,15,5
2023-03-04,2023,9,15,1
2023-03-11,2023,10,15,4
2023-03-18,2023,11,15,3
2023-03-25,2023,12,15,2
2023-04-01,2023,13,15,6
2023-04-08,2023,14,15,3
2023-04-15,2023,15,15,1
2023-04-22,2023,16,15,2
2023-04-29,2023,17,15,1
2023-05-06,2023,18,15,0
2023-05-13,2023,19,15,1
2023-05-20,2023,20,15,3
2023-05-27,2023,21,15,0
2022-02-12,2022,6,16,1
2022-02-19,2022,7,16,1
2022-02-26,2022,8,16,4
2022-03-05,2022,9,16,3
2022-03-12,2022,10,16,15
2022-03-19,2022,11,16,15
2022-03-26,2022,12,16,15
2022-04-02,2022,13,16,21
2022-04-09,2022,14,16,17
2022-04-16,2022,15,16,19
2022-04-23,2022,16,16,14
2022-04-30,2022,17,16,15
2022-05-07,2022,18,16,15
2022-05-14,2022,19,16,16
2022-05-21,2022,20,16,13
2022-05-28,2022,21,16,7
2022-06-04,2022,22,16,11
2022-06-11,2022,23,16,6
2022-06-18,2022,24,16,6
2022-06-25,2022,25,16,3
2022-07-02,2022,26,16,3
2022-07-09,2022,27,16,4
2022-07-16,2022,28,16,4
2022-07-23,2022,29,16,0
2022-07-30,2022,30,16,1
2022-08-06,2022,31,16,2
2022-08-13,2022,32,16,0
2022-08-20,2022,33,16,2
2022-08-27,2022,34,16,1
2022-09-03,2022,35,16,3
2022-09-10,2022,36,16,0
2022-09-17,2022,37,16,1
2022-09-24,2022,38,16,3
2022-10-01,2022,39,16,2
2022-10-08,2022,40,16,1
2022-10-15,2022,41,16,1
2022-10-22,2022,42,16,1
2022-10-29,2022,43,16,1
2022-11-05,2022,44,16,20
2022-11-12,2022,45,16,14
2022-11-19,2022,46,16,60
2022-11-26,2022,47,16,155
2022-12-03,2022,48,16,189
2022-12-10,2022,49,16,195
2022-12-17,2022,50,16,285
2022-12-24,2022,51,16,195
2022-12-31,2022,52,16,219
2023-01-07,2023,1,16,101
2023-01-14,2023,2,16,42
2023-01-21,2023,3,16,30
2023-01-28,2023,4,16,17
2023-02-04,2023,5,16,4
2023-02-11,2023,6,16,4
2023-02-18,2023,7,16,8
2023-02-25,2023,8,16,3
2023-03-04,2023,9,16,3
2023-03-11,2023,10,16,4
2023-03-18,2023,11,16,5
2023-03-25,2023,12,16,5
2023-04-01,2023,13,16,2
2023-04-08,2023,14,16,5
2023-04-15,2023,15,16,1
2023-04-22,2023,16,16,5
2023-04-29,2023,17,16,5
2023-05-06,2023,18,16,6
2023-05-13,2023,19,16,8
2023-05-20,2023,20,16,2
2023-05-27,2023,21,16,1
2022-02-12,2022,6,17,9
2022-02-19,2022,7,17,26
2022-02-26,2022,8,17,26
2022-03-05,2022,9,17,21
2022-03-12,2022,10,17,39
2022-03-19,2022,11,17,74
2022-03-26,2022,12,17,105
2022-04-02,2022,13,17,100
2022-04-09,2022,14,17,103
2022-04-16,2022,15,17,92
2022-04-23,2022,16,17,126
2022-04-30,2022,17,17,99
2022-05-07,2022,18,17,114
2022-05-14,2022,19,17,128
2022-05-21,2022,20,17,93
2022-05-28,2022,21,17,49
2022-06-04,2022,22,17,41
2022-06-11,2022,23,17,18
2022-06-18,2022,24,17,23
2022-06-25,2022,25,17,18
2022-07-02,2022,26,17,11
2022-07-09,2022,27,17,9
2022-07-16,2022,28,17,14
2022-07-23,2022,29,17,3
2022-07-30,2022,30,17,12
2022-08-06,2022,31,17,13
2022-08-13,2022,32,17,12
2022-08-20,2022,33,17,14
2022-08-27,2022,34,17,15
2022-09-03,2022,35,17,10
2022-09-10,2022,36,17,3
2022-09-17,2022,37,17,5
2022-09-24,2022,38,17,16
2022-10-01,2022,39,17,11
2022-10-08,2022,40,17,11
2022-10-15,2022,41,17,31
2022-10-22,2022,42,17,45
2022-10-29,2022,43,17,104
2022-11-05,2022,44,17,181
2022-11-12,2022,45,17,276
2022-11-19,2022,46,17,447
2022-11-26,2022,47,17,915
2022-12-03,2022,48,17,1125
2022-12-10,2022,49,17,973
2022-12-17,2022,50,17,744
2022-12-24,2022,51,17,563
2022-12-31,2022,52,17,571
2023-01-07,2023,1,17,393
2023-01-14,2023,2,17,166
2023-01-21,2023,3,17,63
2023-01-28,2023,4,17,64
2023-02-04,2023,5,17,26
2023-02-11,2023,6,17,33
2023-02-18,2023,7,17,25
2023-02-25,2023,8,17,36
2023-03-04,2023,9,17,23
2023-03-11,2023,10,17,14
2023-03-18,2023,11,17,15
2023-03-25,2023,12,17,28
2023-04-01,2023,13,17,30
2023-04-08,2023,14,17,22
2023-04-15,2023,15,17,34
2023-04-22,2023,16,17,29
2023-04-29,2023,17,17,16
2023-05-06,2023,18,17,26
2023-05-13,2023,19,17,27
2023-05-20,2023,20,17,29
2023-05-27,2023,21,17,24
2022-02-12,2022,6,18,34
2022-02-19,2022,7,18,61
2022-02-26,2022,8,18,42
2022-03-05,2022,9,18,72
2022-03-12,2022,10,18,106
2022-03-19,2022,11,18,124
2022-03-26,2022,12,18,125
2022-04-02,2022,13,18,113
2022-04-09,2022,14,18,117
2022-04-16,2022,15,18,81
2022-04-23,2022,16,18,66
2022-04-30,2022,17,18,73
2022-05-07,2022,18,18,47
2022-05-14,2022,19,18,42
2022-05-21,2022,20,18,44
2022-05-28,2022,21,18,33
2022-06-04,2022,22,18,25
2022-06-11,2022,23,18,13
2022-06-18,2022,24,18,23
2022-06-25,2022,25,18,21
2022-07-02,2022,26,18,17
2022-07-09,2022,27,18,12
2022-07-16,2022,28,18,11
2022-07-23,2022,29,18,7
2022-07-30,2022,30,18,18
2022-08-06,2022,31,18,11
2022-08-13,2022,32,18,7
2022-08-20,2022,33,18,10
2022-08-27,2022,34,18,15
2022-09-03,2022,35,18,22
2022-09-10,2022,36,18,27
2022-09-17,2022,37,18,26
2022-09-24,2022,38,18,34
2022-10-01,2022,39,18,33
2022-10-08,2022,40,18,51
2022-10-15,2022,41,18,57
2022-10-22,2022,42,18,72
2022-10-29,2022,43,18,102
2022-11-05,2022,44,18,149
2022-11-12,2022,45,18,141
2022-11-19,2022,46,18,264
2022-11-26,2022,47,18,505
2022-12-03,2022,48,18,826
2022-12-10,2022,49,18,851
2022-12-17,2022,50,18,685
2022-12-24,2022,51,18,592
2022-12-31,2022,52,18,571
2023-01-07,2023,1,18,339
2023-01-14,2023,2,18,149
2023-01-21,2023,3,18,96
2023-01-28,2023,4,18,65
2023-02-04,2023,5,18,43
2023-02-11,2023,6,18,37
2023-02-18,2023,7,18,34
2023-02-25,2023,8,18,47
2023-03-04,2023,9,18,43
2023-03-11,2023,10,18,31
2023-03-18,2023,11,18,33
2023-03-25,2023,12,18,22
2023-04-01,2023,13,18,40
2023-04-08,2023,14,18,15
2023-04-15,2023,15,18,17
2023-04-22,2023,16,18,13
2023-04-29,2023,17,18,15
2023-05-06,2023,18,18,20
2023-05-13,2023,19,18,21
2023-05-20,2023,20,18,19
2023-05-27,2023,21,18,19
2022-02-12,2022,6,19,52
2022-02-19,2022,7,19,44
2022-02-26,2022,8,19,62
2022-03-05,2022,9,19,57
2022-03-12,2022,10,19,61
2022-03-19,2022,11,19,43
2022-03-26,2022,12,19,42
2022-04-02,2022,13,19,37
2022-04-09,2022,14,19,21
2022-04-16,2022,15,19,28
2022-04-23,2022,16,19,20
2022-04-30,2022,17,19,15
2022-05-07,2022,18,19,21
2022-05-14,2022,19,19,17
2022-05-21,2022,20,19,10
2022-05-28,2022,21,19,6
2022-06-04,2022,22,19,5
2022-06-11,2022,23,19,10
2022-06-18,2022,24,19,5
2022-06-25,2022,25,19,7
2022-07-02,2022,26,19,4
2022-07-09,2022,27,19,3
2022-07-16,2022,28,19,0
2022-07-23,2022,29,19,1
2022-07-30,2022,30,19,0
2022-08-06,2022,31,19,1
2022-08-13,2022,32,19,2
2022-08-20,2022,33,19,3
2022-08-27,2022,34,19,1
2022-09-03,2022,35,19,3
2022-09-10,2022,36,19,0
2022-09-17,2022,37,19,1
2022-09-24,2022,38,19,7
2022-10-01,2022,39,19,5
2022-10-08,2022,40,19,5
2022-10-15,2022,41,19,7
2022-10-22,2022,42,19,10
2022-10-29,2022,43,19,19
2022-11-05,2022,44,19,16
2022-11-12,2022,45,19,23
2022-11-19,2022,46,19,37
2022-11-26,2022,47,19,139
2022-12-03,2022,48,19,201
2022-12-10,2022,49,19,235
2022-12-17,2022,50,19,352
2022-12-24,2022,51,19,331
2022-12-31,2022,52,19,301
2023-01-07,2023,1,19,202
2023-01-14,2023,2,19,87
2023-01-21,2023,3,19,43
2023-01-28,2023,4,19,44
2023-02-04,2023,5,19,11
2023-02-11,2023,6,19,15
2023-02-18,2023,7,19,9
2023-02-25,2023,8,19,9
2023-03-04,2023,9,19,9
2023-03-11,2023,10,19,8
2023-03-18,2023,11,19,7
2023-03-25,2023,12,19,7
2023-04-01,2023,13,19,4
2023-04-08,2023,14,19,2
2023-04-15,2023,15,19,5
2023-04-22,2023,16,19,1
2023-04-29,2023,17,19,11
2023-05-06,2023,18,19,6
2023-05-13,2023,19,19,4
2023-05-20,2023,20,19,6
2023-05-27,2023,21,19,1
2022-02-12,2022,6,20,20
2022-02-19,2022,7,20,25
2022-02-26,2022,8,20,38
2022-03-05,2022,9,20,32
2022-03-12,2022,10,20,45
2022-03-19,2022,11,20,32
2022-03-26,2022,12,20,44
2022-04-02,2022,13,20,28
2022-04-09,2022,14,20,34
2022-04-16,2022,15,20,21
2022-04-23,2022,16,20,30
2022-04-30,2022,17,20,20
2022-05-07,2022,18,20,15
2022-05-14,2022,19,20,10
2022-05-21,2022,20,20,8
2022-05-28,2022,21,20,2
2022-06-04,2022,22,20,3
2022-06-11,2022,23,20,3
2022-06-18,2022,24,20,2
2022-06-25,2022,25,20,3
2022-07-02,2022,26,20,4
2022-07-09,2022,27,20,3
2022-07-16,2022,28,20,2
2022-07-23,2022,29,20,3
2022-07-30,2022,30,20,5
2022-08-06,2022,31,20,2
2022-08-13,2022,32,20,2
2022-08-20,2022,33,20,3
2022-08-27,2022,34,20,1
2022-09-03,2022,35,20,3
2022-09-10,2022,36,20,0
2022-09-17,2022,37,20,0
2022-09-24,2022,38,20,1
2022-10-01,2022,39,20,5
2022-10-08,2022,40,20,5
2022-10-15,2022,41,20,7
2022-10-22,2022,42,20,16
2022-10-29,2022,43,20,20
2022-11-05,2022,44,20,37
2022-11-12,2022,45,20,49
2022-11-19,2022,46,20,68
2022-11-26,2022,47,20,187
2022-12-03,2022,48,20,303
2022-12-10,2022,49,20,253
2022-12-17,2022,50,20,220
2022-12-24,2022,51,20,187
2022-12-31,2022,52,20,176
2023-01-07,2023,1,20,116
2023-01-14,2023,2,20,47
2023-01-21,2023,3,20,46
2023-01-28,2023,4,20,18
2023-02-04,2023,5,20,11
2023-02-11,2023,6,20,10
2023-02-18,2023,7,20,5
2023-02-25,2023,8,20,9
2023-03-04,2023,9,20,2
2023-03-11,2023,10,20,6
2023-03-18,2023,11,20,9
2023-03-25,2023,12,20,7
2023-04-01,2023,13,20,8
2023-04-08,2023,14,20,4
2023-04-15,2023,15,20,8
2023-04-22,2023,16,20,3
2023-04-29,2023,17,20,1
2023-05-06,2023,18,20,3
2023-05-13,2023,19,20,3
2023-05-20,2023,20,20,6
2023-05-27,2023,21,20,1
2022-02-12,2022,6,21,15
2022-02-19,2022,7,21,20
2022-02-26,2022,8,21,28
2022-03-05,2022,9,21,20
2022-03-12,2022,10,21,35
2022-03-19,2022,11,21,43
2022-03-26,2022,12,21,39
2022-04-02,2022,13,21,65
2022-04-09,2022,14,21,88
2022-04-16,2022,15,21,92
2022-04-23,2022,16,21,87
2022-04-30,2022,17,21,89
2022-05-07,2022,18,21,63
2022-05-14,2022,19,21,41
2022-05-21,2022,20,21,45
2022-05-28,2022,21,21,24
2022-06-04,2022,22,21,25
2022-06-11,2022,23,21,25
2022-06-18,2022,24,21,7
2022-06-25,2022,25,21,16
2022-07-02,2022,26,21,4
2022-07-09,2022,27,21,7
2022-07-16,2022,28,21,9
2022-07-23,2022,29,21,3
2022-07-30,2022,30,21,7
2022-08-06,2022,31,21,9
2022-08-13,2022,32,21,6
2022-08-20,2022,33,21,6
2022-08-27,2022,34,21,6
2022-09-03,2022,35,21,6
2022-09-10,2022,36,21,19
2022-09-17,2022,37,21,3
2022-09-24,2022,38,21,11
2022-10-01,2022,39,21,3
2022-10-08,2022,40,21,10
2022-10-15,2022,41,21,23
2022-10-22,2022,42,21,15
2022-10-29,2022,43,21,66
2022-11-05,2022,44,21,139
2022-11-12,2022,45,21,227
2022-11-19,2022,46,21,313
2022-11-26,2022,47,21,603
2022-12-03,2022,48,21,807
2022-12-10,2022,49,21,691
2022-12-17,2022,50,21,419
2022-12-24,2022,51,21,268
2022-12-31,2022,52,21,231
2023-01-07,2023,1,21,123
2023-01-14,2023,2,21,62
2023-01-21,2023,3,21,30
2023-01-28,2023,4,21,29
2023-02-04,2023,5,21,15
2023-02-11,2023,6,21,33
2023-02-18,2023,7,21,18
2023-02-25,2023,8,21,13
2023-03-04,2023,9,21,10
2023-03-11,2023,10,21,17
2023-03-18,2023,11,21,27
2023-03-25,2023,12,21,15
2023-04-01,2023,13,21,15
2023-04-08,2023,14,21,19
2023-04-15,2023,15,21,12
2023-04-22,2023,16,21,12
2023-04-29,2023,17,21,7
2023-05-06,2023,18,21,14
2023-05-13,2023,19,21,14
2023-05-20,2023,20,21,10
2023-05-27,2023,21,21,11
2022-02-12,2022,6,22,22
2022-02-19,2022,7,22,40
2022-02-26,2022,8,22,36
2022-03-05,2022,9,22,31
2022-03-12,2022,10,22,31
2022-03-19,2022,11,22,50
2022-03-26,2022,12,22,42
2022-04-02,2022,13,22,46
2022-04-09,2022,14,22,28
2022-04-16,2022,15,22,41
2022-04-23,2022,16,22,40
2022-04-30,2022,17,22,19
2022-05-07,2022,18,22,24
2022-05-14,2022,19,22,20
2022-05-21,2022,20,22,17
2022-05-28,2022,21,22,10
2022-06-04,2022,22,22,16
2022-06-11,2022,23,22,21
2022-06-18,2022,24,22,14
2022-06-25,2022,25,22,8
2022-07-02,2022,26,22,4
2022-07-09,2022,27,22,3
2022-07-16,2022,28,22,5
2022-07-23,2022,29,22,15
2022-07-30,2022,30,22,2
2022-08-06,2022,31,22,5
2022-08-13,2022,32,22,7
2022-08-20,2022,33,22,6
2022-08-27,2022,34,22,10
2022-09-03,2022,35,22,6
2022-09-10,2022,36,22,19
2022-09-17,2022,37,22,18
2022-09-24,2022,38,22,23
2022-10-01,2022,39,22,38
2022-10-08,2022,40,22,43
2022-10-15,2022,41,22,82
2022-10-22,2022,42,22,97
2022-10-29,2022,43,22,188
2022-11-05,2022,44,22,170
2022-11-12,2022,45,22,167
2022-11-19,2022,46,22,177
2022-11-26,2022,47,22,240
2022-12-03,2022,48,22,294
2022-12-10,2022,49,22,253
2022-12-17,2022,50,22,146
2022-12-24,2022,51,22,141
2022-12-31,2022,52,22,189
2023-01-07,2023,1,22,147
2023-01-14,2023,2,22,89
2023-01-21,2023,3,22,70
2023-01-28,2023,4,22,42
2023-02-04,2023,5,22,34
2023-02-11,2023,6,22,55
2023-02-18,2023,7,22,28
2023-02-25,2023,8,22,23
2023-03-04,2023,9,22,26
2023-03-11,2023,10,22,18
2023-03-18,2023,11,22,26
2023-03-25,2023,12,22,21
2023-04-01,2023,13,22,25
2023-04-08,2023,14,22,21
2023-04-15,2023,15,22,11
2023-04-22,2023,16,22,27
2023-04-29,2023,17,22,19
2023-05-06,2023,18,22,10
2023-05-13,2023,19,22,17
2023-05-20,2023,20,22,19
2023-05-27,2023,21,22,11
2022-02-12,2022,6,23,7
2022-02-19,2022,7,23,4
2022-02-26,2022,8,23,2
2022-03-05,2022,9,23,3
2022-03-12,2022,10,23,2
2022-03-19,2022,11,23,1
2022-03-26,2022,12,23,3
2022-04-02,2022,13,23,10
2022-04-09,2022,14,23,11
2022-04-16,2022,15,23,15
2022-04-23,2022,16,23,28
2022-04-30,2022,17,23,23
2022-05-07,2022,18,23,10
2022-05-14,2022,19,23,41
2022-05-21,2022,20,23,31
2022-05-28,2022,21,23,16
2022-06-04,2022,22,23,12
2022-06-11,2022,23,23,15
2022-06-18,2022,24,23,5
2022-06-25,2022,25,23,3
2022-07-02,2022,26,23,3
2022-07-09,2022,27,23,0
2022-07-16,2022,28,23,0
2022-07-23,2022,29,23,2
2022-07-30,2022,30,23,0
2022-08-06,2022,31,23,0
2022-08-13,2022,32,23,2
2022-08-20,2022,33,23,0
2022-08-27,2022,34,23,0
2022-09-03,2022,35,23,0
2022-09-10,2022,36,23,0
2022-09-17,2022,37,23,0
2022-09-24,2022,38,23,0
2022-10-01,2022,39,23,1
2022-10-08,2022,40,23,0
2022-10-15,2022,41,23,0
2022-10-22,2022,42,23,0
2022-10-29,2022,43,23,3
2022-11-05,2022,44,23,3
2022-11-12,2022,45,23,11
2022-11-19,2022,46,23,14
2022-11-26,2022,47,23,34
2022-12-03,2022,48,23,110
2022-12-10,2022,49,23,120
2022-12-17,2022,50,23,196
2022-12-24,2022,51,23,212
2022-12-31,2022,52,23,186
2023-01-07,2023,1,23,109
