date,epiyear,epiweek,location,flu.admits
2022-10-29,2022,43,45,163
2022-11-05,2022,44,45,258
2022-11-12,2022,45,45,254
2022-11-19,2022,46,45,215
2022-11-26,2022,47,45,233
2022-12-03,2022,48,45,223
2022-12-10,2022,49,45,163
2022-12-17,2022,50,45,137
2022-12-24,2022,51,45,128
2022-12-31,2022,52,45,164
2023-01-07,2023,1,45,128
2023-01-14,2023,2,45,78
2023-01-21,2023,3,45,60
2023-01-28,2023,4,45,34
2023-02-04,2023,5,45,42
2023-02-11,2023,6,45,47
2023-02-18,2023,7,45,42
2023-02-25,2023,8,45,38
2023-03-04,2023,9,45,32
2023-03-11,2023,10,45,26
2023-03-18,2023,11,45,21
2023-03-25,2023,12,45,25
2023-04-01,2023,13,45,20
2023-04-08,2023,14,45,25
2023-04-15,2023,15,45,19
2023-04-22,2023,16,45,23
2023-04-29,2023,17,45,26
2023-05-06,2023,18,45,21
2023-05-13,2023,19,45,21
2023-05-20,2023,20,45,17
2023-05-27,2023,21,45,19
2022-02-12,2022,6,46,19
2022-02-19,2022,7,46,14
2022-02-26,2022,8,46,15
2022-03-05,2022,9,46,34
2022-03-12,2022,10,46,15
2022-03-19,2022,11,46,10
2022-03-26,2022,12,46,5
2022-04-02,2022,13,46,9
2022-04-09,2022,14,46,10
2022-04-16,2022,15,46,4
2022-04-23,2022,16,46,7
2022-04-30,2022,17,46,8
2022-05-07,2022,18,46,4
2022-05-14,2022,19,46,10
2022-05-21,2022,20,46,6
2022-05-28,2022,21,46,3
2022-06-04,2022,22,46,1
2022-06-11,2022,23,46,1
2022-06-18,2022,24,46,2
2022-06-25,2022,25,46,3
2022-07-02,2022,26,46,1
2022-07-09,2022,27,46,0
2022-07-16,2022,28,46,0
2022-07-23,2022,29,46,8
2022-07-30,2022,30,46,9
2022-08-06,2022,31,46,5
2022-08-13,2022,32,46,7
2022-08-20,2022,33,46,8
2022-08-27,2022,34,46,6
2022-09-03,2022,35,46,7
2022-09-10,2022,36,46,7
2022-09-17,2022,37,46,7
2022-09-24,2022,38,46,7
2022-10-01,2022,39,46,10
2022-10-08,2022,40,46,10
2022-10-15,2022,41,46,13
2022-10-22,2022,42,46,12
2022-10-29,2022,43,46,9
2022-11-05,2022,44,46,9
2022-11-12,2022,45,46,13
2022-11-19,2022,46,46,28
2022-11-26,2022,47,46,63
2022-12-03,2022,48,46,70
2022-12-10,2022,49,46,85
2022-12-17,2022,50,46,105
2022-12-24,2022,51,46,71
2022-12-31,2022,52,46,57
2023-01-07,2023,1,46,58
2023-01-14,2023,2,46,16
2023-01-21,2023,3,46,11
2023-01-28,2023,4,46,16
2023-02-04,2023,5,46,12
2023-02-11,2023,6,46,9
2023-02-18,2023,7,46,10
2023-02-25,2023,8,46,4
2023-03-04,2023,9,46,9
2023-03-11,2023,10,46,16
2023-03-18,2023,11,46,11
2023-03-25,2023,12,46,21
2023-04-01,2023,13,46,13
2023-04-08,2023,14,46,10
2023-04-15,2023,15,46,4
2023-04-22,2023,16,46,4
2023-04-29,2023,17,46,5
2023-05-06,2023,18,46,6
2023-05-13,2023,19,46,6
2023-05-20,2023,20,46,2
2023-05-27,2023,21,46,1
2022-02-12,2022,6,47,24
2022-02-19,2022,7,47,29
2022-02-26,2022,8,47,47
2022-03-05,2022,9,47,33
2022-03-12,2022,10,47,32
2022-03-19,2022,11,47,40
2022-03-26,2022,12,47,45
2022-04-02,2022,13,47,48
2022-04-09,2022,14,47,36
2022-04-16,2022,15,47,45
2022-04-23,2022,16,47,39
2022-04-30,2022,17,47,46
2022-05-07,2022,18,47,23
2022-05-14,2022,19,47,33
2022-05-21,2022,20,47,24
2022-05-28,2022,21,47,22
2022-06-04,2022,22,47,22
2022-06-11,2022,23,47,22
2022-06-18,2022,24,47,27
2022-06-25,2022,25,47,22
2022-07-02,2022,26,47,27
2022-07-09,2022,27,47,12
2022-07-16,2022,28,47,11
2022-07-23,2022,29,47,15
2022-07-30,2022,30,47,20
2022-08-06,2022,31,47,47
2022-08-13,2022,32,47,16
2022-08-20,2022,33,47,15
2022-08-27,2022,34,47,16
2022-09-03,2022,35,47,17
2022-09-10,2022,36,47,24
2022-09-17,2022,37,47,20
2022-09-24,2022,38,47,35
2022-10-01,2022,39,47,41
2022-10-08,2022,40,47,41
2022-10-15,2022,41,47,65
2022-10-22,2022,42,47,94
2022-10-29,2022,43,47,130
2022-11-05,2022,44,47,261
2022-11-12,2022,45,47,317
2022-11-19,2022,46,47,300
2022-11-26,2022,47,47,534
2022-12-03,2022,48,47,660
2022-12-10,2022,49,47,462
2022-12-17,2022,50,47,251
2022-12-24,2022,51,47,225
2022-12-31,2022,52,47,247
2023-01-07,2023,1,47,171
2023-01-14,2023,2,47,86
2023-01-21,2023,3,47,75
2023-01-28,2023,4,47,37
2023-02-04,2023,5,47,41
2023-02-11,2023,6,47,33
2023-02-18,2023,7,47,50
2023-02-25,2023,8,47,43
2023-03-04,2023,9,47,34
2023-03-11,2023,10,47,29
2023-03-18,2023,11,47,29
2023-03-25,2023,12,47,31
2023-04-01,2023,13,47,46
2023-04-08,2023,14,47,28
2023-04-15,2023,15,47,23
2023-04-22,2023,16,47,22
2023-04-29,2023,17,47,20
2023-05-06,2023,18,47,23
2023-05-13,2023,19,47,13
2023-05-20,2023,20,47,17
2023-05-27,2023,21,47,27
2022-02-12,2022,6,48,173
2022-02-19,2022,7,48,284
2022-02-26,2022,8,48,347
2022-03-05,2022,9,48,345
2022-03-12,2022,10,48,453
2022-03-19,2022,11,48,663
2022-03-26,2022,12,48,630
2022-04-02,2022,13,48,507
2022-04-09,2022,14,48,357
2022-04-16,2022,15,48,351
2022-04-23,2022,16,48,337
2022-04-30,2022,17,48,191
2022-05-07,2022,18,48,165
2022-05-14,2022,19,48,156
2022-05-21,2022,20,48,149
2022-05-28,2022,21,48,138
2022-06-04,2022,22,48,125
2022-06-11,2022,23,48,100
2022-06-18,2022,24,48,140
2022-06-25,2022,25,48,120
2022-07-02,2022,26,48,94
2022-07-09,2022,27,48,78
2022-07-16,2022,28,48,114
2022-07-23,2022,29,48,99
2022-07-30,2022,30,48,87
2022-08-06,2022,31,48,83
2022-08-13,2022,32,48,92
2022-08-20,2022,33,48,107
2022-08-27,2022,34,48,111
2022-09-03,2022,35,48,83
2022-09-10,2022,36,48,121
2022-09-17,2022,37,48,122
2022-09-24,2022,38,48,128
2022-10-01,2022,39,48,137
2022-10-08,2022,40,48,239
2022-10-15,2022,41,48,329
2022-10-22,2022,42,48,509
2022-10-29,2022,43,48,744
2022-11-05,2022,44,48,984
2022-11-12,2022,45,48,1129
2022-11-19,2022,46,48,1230
2022-11-26,2022,47,48,1929
2022-12-03,2022,48,48,2139
2022-12-10,2022,49,48,1781
2022-12-17,2022,50,48,1462
2022-12-24,2022,51,48,1225
2022-12-31,2022,52,48,1432
2023-01-07,2023,1,48,1167
2023-01-14,2023,2,48,727
2023-01-21,2023,3,48,458
2023-01-28,2023,4,48,341
2023-02-04,2023,5,48,256
2023-02-11,2023,6,48,270
2023-02-18,2023,7,48,235
2023-02-25,2023,8,48,202
2023-03-04,2023,9,48,167
2023-03-11,2023,10,48,152
2023-03-18,2023,11,48,147
2023-03-25,2023,12,48,135
2023-04-01,2023,13,48,150
2023-04-08,2023,14,48,120
2023-04-15,2023,15,48,110
2023-04-22,2023,16,48,100
2023-04-29,2023,17,48,119
2023-05-06,2023,18,48,110
2023-05-13,2023,19,48,94
2023-05-20,2023,20,48,96
2023-05-27,2023,21,48,75
2022-02-12,2022,6,49,4
2022-02-19,2022,7,49,6
2022-02-26,2022,8,49,6
2022-03-05,2022,9,49,12
2022-03-12,2022,10,49,14
2022-03-19,2022,11,49,18
2022-03-26,2022,12,49,8
2022-04-02,2022,13,49,18
2022-04-09,2022,14,49,13
2022-04-16,2022,15,49,17
2022-04-23,2022,16,49,8
2022-04-30,2022,17,49,3
2022-05-07,2022,18,49,17
2022-05-14,2022,19,49,11
2022-05-21,2022,20,49,7
2022-05-28,2022,21,49,1
2022-06-04,2022,22,49,5
2022-06-11,2022,23,49,3
2022-06-18,2022,24,49,2
2022-06-25,2022,25,49,6
2022-07-02,2022,26,49,5
2022-07-09,2022,27,49,0
2022-07-16,2022,28,49,0
2022-07-23,2022,29,49,0
2022-07-30,2022,30,49,1
2022-08-06,2022,31,49,1
2022-08-13,2022,32,49,2
2022-08-20,2022,33,49,1
2022-08-27,2022,34,49,0
2022-09-03,2022,35,49,1
2022-09-10,2022,36,49,1
2022-09-17,2022,37,49,0
2022-09-24,2022,38,49,1
2022-10-01,2022,39,49,0
2022-10-08,2022,40,49,2
2022-10-15,2022,41,49,1
2022-10-22,2022,42,49,8
2022-10-29,2022,43,49,11
2022-11-05,2022,44,49,5
2022-11-12,2022,45,49,14
2022-11-19,2022,46,49,8
2022-11-26,2022,47,49,29
2022-12-03,2022,48,49,36
2022-12-10,2022,49,49,64
2022-12-17,2022,50,49,41
2022-12-24,2022,51,49,62
2022-12-31,2022,52,49,90
2023-01-07,2023,1,49,54
2023-01-14,2023,2,49,27
2023-01-21,2023,3,49,17
2023-01-28,2023,4,49,5
2023-02-04,2023,5,49,8
2023-02-11,2023,6,49,6
2023-02-18,2023,7,49,4
2023-02-25,2023,8,49,5
2023-03-04,2023,9,49,1
2023-03-11,2023,10,49,7
2023-03-18,2023,11,49,4
2023-03-25,2023,12,49,2
2023-04-01,2023,13,49,4
2023-04-08,2023,14,49,5
2023-04-15,2023,15,49,4
2023-04-22,2023,16,49,5
2023-04-29,2023,17,49,1
2023-05-06,2023,18,49,5
2023-05-13,2023,19,49,7
2023-05-20,2023,20,49,1
2023-05-27,2023,21,49,6
2022-02-12,2022,6,50,0
2022-02-19,2022,7,50,0
2022-02-26,2022,8,50,1
2022-03-05,2022,9,50,0
2022-03-12,2022,10,50,0
2022-03-19,2022,11,50,0
2022-03-26,2022,12,50,8
2022-04-02,2022,13,50,6
2022-04-09,2022,14,50,12
2022-04-16,2022,15,50,8
2022-04-23,2022,16,50,8
2022-04-30,2022,17,50,6
2022-05-07,2022,18,50,7
2022-05-14,2022,19,50,3
2022-05-21,2022,20,50,0
2022-05-28,2022,21,50,2
2022-06-04,2022,22,50,0
2022-06-11,2022,23,50,3
2022-06-18,2022,24,50,2
2022-06-25,2022,25,50,0
2022-07-02,2022,26,50,3
2022-07-09,2022,27,50,1
2022-07-16,2022,28,50,1
2022-07-23,2022,29,50,0
2022-07-30,2022,30,50,0
2022-08-06,2022,31,50,0
2022-08-13,2022,32,50,0
2022-08-20,2022,33,50,0
2022-08-27,2022,34,50,0
2022-09-03,2022,35,50,1
2022-09-10,2022,36,50,0
2022-09-17,2022,37,50,0
2022-09-24,2022,38,50,0
2022-10-01,2022,39,50,0
2022-10-08,2022,40,50,1
2022-10-15,2022,41,50,1
2022-10-22,2022,42,50,0
2022-10-29,2022,43,50,1
2022-11-05,2022,44,50,1
2022-11-12,2022,45,50,0
2022-11-19,2022,46,50,2
2022-11-26,2022,47,50,15
2022-12-03,2022,48,50,34
2022-12-10,2022,49,50,45
2022-12-17,2022,50,50,66
2022-12-24,2022,51,50,66
2022-12-31,2022,52,50,76
2023-01-07,2023,1,50,41
2023-01-14,2023,2,50,10
2023-01-21,2023,3,50,11
2023-01-28,2023,4,50,6
2023-02-04,2023,5,50,1
2023-02-11,2023,6,50,0
2023-02-18,2023,7,50,2
2023-02-25,2023,8,50,2
2023-03-04,2023,9,50,1
2023-03-11,2023,10,50,5
2023-03-18,2023,11,50,3
2023-03-25,2023,12,50,3
2023-04-01,2023,13,50,0
2023-04-08,2023,14,50,0
2023-04-15,2023,15,50,1
2023-04-22,2023,16,50,0
2023-04-29,2023,17,50,2
2023-05-06,2023,18,50,0
2023-05-13,2023,19,50,0
2023-05-20,2023,20,50,2
2023-05-27,2023,21,50,0
2022-02-12,2022,6,51,39
2022-02-19,2022,7,51,37
2022-02-26,2022,8,51,41
2022-03-05,2022,9,51,38
2022-03-12,2022,10,51,33
2022-03-19,2022,11,51,37
2022-03-26,2022,12,51,44
2022-04-02,2022,13,51,45
2022-04-09,2022,14,51,46
2022-04-16,2022,15,51,56
2022-04-23,2022,16,51,51
2022-04-30,2022,17,51,66
2022-05-07,2022,18,51,47
2022-05-14,2022,19,51,47
2022-05-21,2022,20,51,42
2022-05-28,2022,21,51,39
2022-06-04,2022,22,51,48
2022-06-11,2022,23,51,40
2022-06-18,2022,24,51,42
2022-06-25,2022,25,51,37
2022-07-02,2022,26,51,47
2022-07-09,2022,27,51,25
2022-07-16,2022,28,51,28
2022-07-23,2022,29,51,40
2022-07-30,2022,30,51,29
2022-08-06,2022,31,51,25
2022-08-13,2022,32,51,33
2022-08-20,2022,33,51,21
2022-08-27,2022,34,51,24
2022-09-03,2022,35,51,29
2022-09-10,2022,36,51,20
2022-09-17,2022,37,51,27
2022-09-24,2022,38,51,18
2022-10-01,2022,39,51,30
2022-10-08,2022,40,51,50
2022-10-15,2022,41,51,52
2022-10-22,2022,42,51,89
2022-10-29,2022,43,51,186
2022-11-05,2022,44,51,315
2022-11-12,2022,45,51,339
2022-11-19,2022,46,51,273
2022-11-26,2022,47,51,440
2022-12-03,2022,48,51,469
2022-12-10,2022,49,51,338
2022-12-17,2022,50,51,285
2022-12-24,2022,51,51,274
2022-12-31,2022,52,51,280
2023-01-07,2023,1,51,211
2023-01-14,2023,2,51,112
2023-01-21,2023,3,51,72
2023-01-28,2023,4,51,57
2023-02-04,2023,5,51,64
2023-02-11,2023,6,51,63
2023-02-18,2023,7,51,54
2023-02-25,2023,8,51,62
2023-03-04,2023,9,51,56
2023-03-11,2023,10,51,45
2023-03-18,2023,11,51,59
2023-03-25,2023,12,51,51
2023-04-01,2023,13,51,46
2023-04-08,2023,14,51,55
2023-04-15,2023,15,51,29
2023-04-22,2023,16,51,47
2023-04-29,2023,17,51,39
2023-05-06,2023,18,51,47
2023-05-13,2023,19,51,39
2023-05-20,2023,20,51,43
2023-05-27,2023,21,51,46
2022-02-12,2022,6,53,8
2022-02-19,2022,7,53,5
2022-02-26,2022,8,53,7
2022-03-05,2022,9,53,12
2022-03-12,2022,10,53,14
2022-03-19,2022,11,53,19
2022-03-26,2022,12,53,25
2022-04-02,2022,13,53,19
2022-04-09,2022,14,53,26
2022-04-16,2022,15,53,37
2022-04-23,2022,16,53,35
2022-04-30,2022,17,53,41
2022-05-07,2022,18,53,58
2022-05-14,2022,19,53,54
2022-05-21,2022,20,53,65
2022-05-28,2022,21,53,57
2022-06-04,2022,22,53,64
2022-06-11,2022,23,53,59
2022-06-18,2022,24,53,46
2022-06-25,2022,25,53,67
2022-07-02,2022,26,53,50
2022-07-09,2022,27,53,27
2022-07-16,2022,28,53,30
2022-07-23,2022,29,53,23
2022-07-30,2022,30,53,15
2022-08-06,2022,31,53,17
2022-08-13,2022,32,53,13
2022-08-20,2022,33,53,12
2022-08-27,2022,34,53,7
2022-09-03,2022,35,53,8
2022-09-10,2022,36,53,10
2022-09-17,2022,37,53,15
2022-09-24,2022,38,53,10
2022-10-01,2022,39,53,8
2022-10-08,2022,40,53,17
2022-10-15,2022,41,53,17
2022-10-22,2022,42,53,20
2022-10-29,2022,43,53,35
2022-11-05,2022,44,53,42
2022-11-12,2022,45,53,105
2022-11-19,2022,46,53,270
2022-11-26,2022,47,53,605
2022-12-03,2022,48,53,716
2022-12-10,2022,49,53,707
2022-12-17,2022,50,53,709
2022-12-24,2022,51,53,387
2022-12-31,2022,52,53,380
2023-01-07,2023,1,53,208
2023-01-14,2023,2,53,133
2023-01-21,2023,3,53,80
2023-01-28,2023,4,53,56
2023-02-04,2023,5,53,44
2023-02-11,2023,6,53,42
2023-02-18,2023,7,53,37
2023-02-25,2023,8,53,34
2023-03-04,2023,9,53,57
2023-03-11,2023,10,53,42
2023-03-18,2023,11,53,30
2023-03-25,2023,12,53,28
2023-04-01,2023,13,53,33
2023-04-08,2023,14,53,23
2023-04-15,2023,15,53,32
2023-04-22,2023,16,53,16
2023-04-29,2023,17,53,11
2023-05-06,2023,18,53,14
2023-05-13,2023,19,53,12
2023-05-20,2023,20,53,12
2023-05-27,2023,21,53,14
2022-02-12,2022,6,54,5
2022-02-19,2022,7,54,12
2022-02-26,2022,8,54,17
2022-03-05,2022,9,54,30
2022-03-12,2022,10,54,27
2022-03-19,2022,11,54,48
2022-03-26,2022,12,54,21
2022-04-02,2022,13,54,44
2022-04-09,2022,14,54,42
2022-04-16,2022,15,54,49
2022-04-23,2022,16,54,41
2022-04-30,2022,17,54,38
2022-05-07,2022,18,54,23
2022-05-14,2022,19,54,23
2022-05-21,2022,20,54,14
2022-05-28,2022,21,54,8
2022-06-04,2022,22,54,6
2022-06-11,2022,23,54,15
2022-06-18,2022,24,54,7
2022-06-25,2022,25,54,6
2022-07-02,2022,26,54,4
2022-07-09,2022,27,54,7
2022-07-16,2022,28,54,8
2022-07-23,2022,29,54,4
2022-07-30,2022,30,54,1
2022-08-06,2022,31,54,9
2022-08-13,2022,32,54,1
2022-08-20,2022,33,54,2
2022-08-27,2022,34,54,4
2022-09-03,2022,35,54,1
2022-09-10,2022,36,54,0
2022-09-17,2022,37,54,1
2022-09-24,2022,38,54,1
2022-10-01,2022,39,54,1
2022-10-08,2022,40,54,5
2022-10-15,2022,41,54,12
2022-10-22,2022,42,54,23
2022-10-29,2022,43,54,66
2022-11-05,2022,44,54,84
2022-11-12,2022,45,54,130
2022-11-19,2022,46,54,135
2022-11-26,2022,47,54,209
2022-12-03,2022,48,54,320
2022-12-10,2022,49,54,236
2022-12-17,2022,50,54,199
2022-12-24,2022,51,54,149
2022-12-31,2022,52,54,188
2023-01-07,2023,1,54,138
2023-01-14,2023,2,54,37
2023-01-21,2023,3,54,13
2023-01-28,2023,4,54,20
2023-02-04,2023,5,54,23
2023-02-11,2023,6,54,16
2023-02-18,2023,7,54,10
2023-02-25,2023,8,54,13
2023-03-04,2023,9,54,8
2023-03-11,2023,10,54,4
2023-03-18,2023,11,54,10
2023-03-25,2023,12,54,15
2023-04-01,2023,13,54,7
2023-04-08,2023,14,54,9
2023-04-15,2023,15,54,5
2023-04-22,2023,16,54,4
2023-04-29,2023,17,54,5
2023-05-06,2023,18,54,4
2023-05-13,2023,19,54,6
2023-05-20,2023,20,54,11
2023-05-27,2023,21,54,8
2022-02-12,2022,6,55,28
2022-02-19,2022,7,55,29
2022-02-26,2022,8,55,27
2022-03-05,2022,9,55,64
2022-03-12,2022,10,55,46
2022-03-19,2022,11,55,50
2022-03-26,2022,12,55,58
2022-04-02,2022,13,55,55
2022-04-09,2022,14,55,50
2022-04-16,2022,15,55,69
2022-04-23,2022,16,55,51
2022-04-30,2022,17,55,65
2022-05-07,2022,18,55,46
2022-05-14,2022,19,55,36
2022-05-21,2022,20,55,28
2022-05-28,2022,21,55,24
2022-06-04,2022,22,55,14
2022-06-11,2022,23,55,15
2022-06-18,2022,24,55,8
2022-06-25,2022,25,55,8
2022-07-02,2022,26,55,7
2022-07-09,2022,27,55,2
2022-07-16,2022,28,55,1
2022-07-23,2022,29,55,0
2022-07-30,2022,30,55,3
2022-08-06,2022,31,55,5
2022-08-13,2022,32,55,1
2022-08-20,2022,33,55,1
2022-08-27,2022,34,55,3
2022-09-03,2022,35,55,2
2022-09-10,2022,36,55,0
2022-09-17,2022,37,55,0
2022-09-24,2022,38,55,4
2022-10-01,2022,39,55,1
2022-10-08,2022,40,55,1
2022-10-15,2022,41,55,6
2022-10-22,2022,42,55,8
2022-10-29,2022,43,55,17
2022-11-05,2022,44,55,34
2022-11-12,2022,45,55,50
2022-11-19,2022,46,55,109
2022-11-26,2022,47,55,255
2022-12-03,2022,48,55,474
2022-12-10,2022,49,55,478
2022-12-17,2022,50,55,498
2022-12-24,2022,51,55,444
2022-12-31,2022,52,55,476
2023-01-07,2023,1,55,324
2023-01-14,2023,2,55,165
2023-01-21,2023,3,55,96
2023-01-28,2023,4,55,44
2023-02-04,2023,5,55,22
2023-02-11,2023,6,55,24
2023-02-18,2023,7,55,7
2023-02-25,2023,8,55,10
2023-03-04,2023,9,55,3
2023-03-11,2023,10,55,10
2023-03-18,2023,11,55,7
2023-03-25,2023,12,55,8
2023-04-01,2023,13,55,7
2023-04-08,2023,14,55,7
2023-04-15,2023,15,55,12
2023-04-22,2023,16,55,3
2023-04-29,2023,17,55,0
2023-05-06,2023,18,55,8
2023-05-13,2023,19,55,4
2023-05-20,2023,20,55,6
2023-05-27,2023,21,55,3
2022-02-12,2022,6,56,2
2022-02-19,2022,7,56,2
2022-02-26,2022,8,56,5
2022-03-05,2022,9,56,5
2022-03-12,2022,10,56,4
2022-03-19,2022,11,56,4
2022-03-26,2022,12,56,6
2022-04-02,2022,13,56,4
2022-04-09,2022,14,56,8
2022-04-16,2022,15,56,8
2022-04-23,2022,16,56,1
2022-04-30,2022,17,56,5
2022-05-07,2022,18,56,6
2022-05-14,2022,19,56,4
2022-05-21,2022,20,56,4
2022-05-28,2022,21,56,6
2022-06-04,2022,22,56,9
2022-06-11,2022,23,56,6
2022-06-18,2022,24,56,3
2022-06-25,2022,25,56,0
2022-07-02,2022,26,56,2
2022-07-09,2022,27,56,2
2022-07-16,2022,28,56,2
2022-07-23,2022,29,56,0
2022-07-30,2022,30,56,2
2022-08-06,2022,31,56,0
2022-08-13,2022,32,56,0
2022-08-20,2022,33,56,0
2022-08-27,2022,34,56,0
2022-09-03,2022,35,56,0
2022-09-10,2022,36,56,0
2022-09-17,2022,37,56,0
2022-09-24,2022,38,56,0
2022-10-01,2022,39,56,0
2022-10-08,2022,40,56,1
2022-10-15,2022,41,56,3
2022-10-22,2022,42,56,1
2022-10-29,2022,43,56,5
2022-11-05,2022,44,56,8
2022-11-12,2022,45,56,13
2022-11-19,2022,46,56,47
2022-11-26,2022,47,56,45
2022-12-03,2022,48,56,73
2022-12-10,2022,49,56,52
2022-12-17,2022,50,56,35
2022-12-24,2022,51,56,51
2022-12-31,2022,52,56,50
2023-01-07,2023,1,56,33
2023-01-14,2023,2,56,16
2023-01-21,2023,3,56,11
2023-01-28,2023,4,56,5
2023-02-04,2023,5,56,7
2023-02-11,2023,6,56,2
2023-02-18,2023,7,56,1
2023-02-25,2023,8,56,1
2023-03-04,2023,9,56,0
2023-03-11,2023,10,56,3
2023-03-18,2023,11,56,1
2023-03-25,2023,12,56,0
2023-04-01,2023,13,56,1
2023-04-08,2023,14,56,3
2023-04-15,2023,15,56,2
2023-04-22,2023,16,56,0
2023-04-29,2023,17,56,1
2023-05-06,2023,18,56,2
2023-05-13,2023,19,56,1
2023-05-20,2023,20,56,1
2023-05-27,2023,21,56,0
