date,year,month,location,flu.admits
2020-01-01,2020,1,US,5
2020-02-01,2020,2,US,0
2020-03-01,2020,3,US,0
2020-04-01,2020,4,US,0
2020-05-01,2020,5,US,0
2020-06-01,2020,6,US,0
2020-07-01,2020,7,US,0
2020-08-01,2020,8,US,0
2020-09-01,2020,9,US,0
2020-10-01,2020,10,US,658
2020-11-01,2020,11,US,2366
2020-12-01,2020,12,US,3240
2021-01-01,2021,1,US,2697
2021-02-01,2021,2,US,1971
2021-03-01,2021,3,US,1825
2021-04-01,2021,4,US,1925
2021-05-01,2021,5,US,1376
2021-06-01,2021,6,US,1134
2021-07-01,2021,7,US,1429
2021-08-01,2021,8,US,1491
2021-09-01,2021,9,US,1329
2021-10-01,2021,10,US,1669
2021-11-01,2021,11,US,2427
2021-12-01,2021,12,US,7748
2022-01-01,2022,1,US,6325
2022-02-01,2022,2,US,5859
2022-03-01,2022,3,US,11870
2022-04-01,2022,4,US,14514
2022-05-01,2022,5,US,13726
2022-06-01,2022,6,US,7906
2022-07-01,2022,7,US,3367
2022-08-01,2022,8,US,2646
2022-09-01,2022,9,US,3018
2022-10-01,2022,10,US,11516
2022-11-01,2022,11,US,61250
2022-12-01,2022,12,US,94079
2023-01-01,2023,1,US,27656
2023-02-01,2023,2,US,7596
2023-03-01,2023,3,US,6033
2023-04-01,2023,4,US,4527
2023-05-01,2023,5,US,4273
2020-01-01,2020,1,01,0
2020-02-01,2020,2,01,0
2020-03-01,2020,3,01,0
2020-04-01,2020,4,01,0
2020-05-01,2020,5,01,0
2020-06-01,2020,6,01,0
2020-07-01,2020,7,01,0
2020-08-01,2020,8,01,0
2020-09-01,2020,9,01,0
2020-10-01,2020,10,01,20
2020-11-01,2020,11,01,60
2020-12-01,2020,12,01,97
2021-01-01,2021,1,01,177
2021-02-01,2021,2,01,110
2021-03-01,2021,3,01,82
2021-04-01,2021,4,01,91
2021-05-01,2021,5,01,63
2021-06-01,2021,6,01,79
2021-07-01,2021,7,01,92
2021-08-01,2021,8,01,101
2021-09-01,2021,9,01,97
2021-10-01,2021,10,01,58
2021-11-01,2021,11,01,92
2021-12-01,2021,12,01,146
2022-01-01,2022,1,01,109
2022-02-01,2022,2,01,67
2022-03-01,2022,3,01,143
2022-04-01,2022,4,01,94
2022-05-01,2022,5,01,83
2022-06-01,2022,6,01,64
2022-07-01,2022,7,01,82
2022-08-01,2022,8,01,68
2022-09-01,2022,9,01,80
2022-10-01,2022,10,01,617
2022-11-01,2022,11,01,1280
2022-12-01,2022,12,01,798
2023-01-01,2023,1,01,338
2023-02-01,2023,2,01,107
2023-03-01,2023,3,01,93
2023-04-01,2023,4,01,67
2023-05-01,2023,5,01,58
2020-03-01,2020,3,02,0
2020-04-01,2020,4,02,0
2020-05-01,2020,5,02,0
2020-06-01,2020,6,02,0
2020-07-01,2020,7,02,0
2020-08-01,2020,8,02,0
2020-09-01,2020,9,02,0
2020-10-01,2020,10,02,0
2020-11-01,2020,11,02,2
2020-12-01,2020,12,02,12
2021-01-01,2021,1,02,0
2021-02-01,2021,2,02,0
2021-03-01,2021,3,02,0
2021-04-01,2021,4,02,17
2021-05-01,2021,5,02,32
2021-06-01,2021,6,02,30
2021-07-01,2021,7,02,32
2021-08-01,2021,8,02,31
2021-09-01,2021,9,02,29
2021-10-01,2021,10,02,1
2021-11-01,2021,11,02,0
2021-12-01,2021,12,02,17
2022-01-01,2022,1,02,32
2022-02-01,2022,2,02,1
2022-03-01,2022,3,02,6
2022-04-01,2022,4,02,8
2022-05-01,2022,5,02,29
2022-06-01,2022,6,02,14
2022-07-01,2022,7,02,3
2022-08-01,2022,8,02,3
2022-09-01,2022,9,02,7
2022-10-01,2022,10,02,27
2022-11-01,2022,11,02,163
2022-12-01,2022,12,02,230
2023-01-01,2023,1,02,48
2023-02-01,2023,2,02,10
2023-03-01,2023,3,02,11
2023-04-01,2023,4,02,5
2023-05-01,2023,5,02,9
2020-03-01,2020,3,04,0
2020-04-01,2020,4,04,0
2020-05-01,2020,5,04,0
2020-06-01,2020,6,04,0
2020-07-01,2020,7,04,0
2020-08-01,2020,8,04,0
2020-09-01,2020,9,04,0
2020-10-01,2020,10,04,3
2020-11-01,2020,11,04,87
2020-12-01,2020,12,04,133
2021-01-01,2021,1,04,78
2021-02-01,2021,2,04,46
2021-03-01,2021,3,04,63
2021-04-01,2021,4,04,42
2021-05-01,2021,5,04,31
2021-06-01,2021,6,04,31
2021-07-01,2021,7,04,24
2021-08-01,2021,8,04,44
2021-09-01,2021,9,04,23
2021-10-01,2021,10,04,73
2021-11-01,2021,11,04,63
2021-12-01,2021,12,04,298
2022-01-01,2022,1,04,195
2022-02-01,2022,2,04,260
2022-03-01,2022,3,04,474
2022-04-01,2022,4,04,553
2022-05-01,2022,5,04,929
2022-06-01,2022,6,04,287
2022-07-01,2022,7,04,71
2022-08-01,2022,8,04,62
2022-09-01,2022,9,04,39
2022-10-01,2022,10,04,97
2022-11-01,2022,11,04,1656
2022-12-01,2022,12,04,2927
2023-01-01,2023,1,04,674
2023-02-01,2023,2,04,218
2023-03-01,2023,3,04,198
2023-04-01,2023,4,04,326
2023-05-01,2023,5,04,425
2020-01-01,2020,1,05,0
2020-03-01,2020,3,05,0
2020-04-01,2020,4,05,0
2020-05-01,2020,5,05,0
2020-06-01,2020,6,05,0
2020-07-01,2020,7,05,0
2020-08-01,2020,8,05,0
2020-09-01,2020,9,05,0
2020-10-01,2020,10,05,14
2020-11-01,2020,11,05,45
2020-12-01,2020,12,05,57
2021-01-01,2021,1,05,96
2021-02-01,2021,2,05,75
2021-03-01,2021,3,05,80
2021-04-01,2021,4,05,85
2021-05-01,2021,5,05,35
2021-06-01,2021,6,05,19
2021-07-01,2021,7,05,12
2021-08-01,2021,8,05,23
2021-09-01,2021,9,05,17
2021-10-01,2021,10,05,25
2021-11-01,2021,11,05,44
2021-12-01,2021,12,05,80
2022-01-01,2022,1,05,124
2022-02-01,2022,2,05,131
2022-03-01,2022,3,05,302
2022-04-01,2022,4,05,219
2022-05-01,2022,5,05,85
2022-06-01,2022,6,05,72
2022-07-01,2022,7,05,48
2022-08-01,2022,8,05,26
2022-09-01,2022,9,05,30
2022-10-01,2022,10,05,236
2022-11-01,2022,11,05,1277
2022-12-01,2022,12,05,1128
2023-01-01,2023,1,05,343
2023-02-01,2023,2,05,118
2023-03-01,2023,3,05,97
2023-04-01,2023,4,05,54
2023-05-01,2023,5,05,42
2020-02-01,2020,2,06,0
2020-03-01,2020,3,06,0
2020-04-01,2020,4,06,0
2020-05-01,2020,5,06,0
2020-06-01,2020,6,06,0
2020-07-01,2020,7,06,0
2020-08-01,2020,8,06,0
2020-09-01,2020,9,06,0
2020-10-01,2020,10,06,40
2020-11-01,2020,11,06,204
2020-12-01,2020,12,06,249
2021-01-01,2021,1,06,211
2021-02-01,2021,2,06,84
2021-03-01,2021,3,06,59
2021-04-01,2021,4,06,48
2021-05-01,2021,5,06,51
2021-06-01,2021,6,06,39
2021-07-01,2021,7,06,41
2021-08-01,2021,8,06,45
2021-09-01,2021,9,06,40
2021-10-01,2021,10,06,57
2021-11-01,2021,11,06,105
2021-12-01,2021,12,06,380
2022-01-01,2022,1,06,291
2022-02-01,2022,2,06,110
2022-03-01,2022,3,06,255
2022-04-01,2022,4,06,608
2022-05-01,2022,5,06,1480
2022-06-01,2022,6,06,1360
2022-07-01,2022,7,06,386
2022-08-01,2022,8,06,159
2022-09-01,2022,9,06,170
2022-10-01,2022,10,06,645
2022-11-01,2022,11,06,7610
2022-12-01,2022,12,06,8021
2023-01-01,2023,1,06,1573
2023-02-01,2023,2,06,334
2023-03-01,2023,3,06,198
2023-04-01,2023,4,06,144
2023-05-01,2023,5,06,133
2020-03-01,2020,3,08,0
2020-04-01,2020,4,08,0
2020-05-01,2020,5,08,0
2020-06-01,2020,6,08,0
2020-07-01,2020,7,08,0
2020-08-01,2020,8,08,0
2020-09-01,2020,9,08,0
2020-10-01,2020,10,08,0
2020-11-01,2020,11,08,17
2020-12-01,2020,12,08,26
2021-01-01,2021,1,08,17
2021-02-01,2021,2,08,4
2021-03-01,2021,3,08,15
2021-04-01,2021,4,08,2
2021-05-01,2021,5,08,12
2021-06-01,2021,6,08,0
2021-07-01,2021,7,08,9
2021-08-01,2021,8,08,14
2021-09-01,2021,9,08,11
2021-10-01,2021,10,08,15
2021-11-01,2021,11,08,19
2021-12-01,2021,12,08,199
2022-01-01,2022,1,08,86
2022-02-01,2022,2,08,102
2022-03-01,2022,3,08,293
2022-04-01,2022,4,08,640
2022-05-01,2022,5,08,667
2022-06-01,2022,6,08,117
2022-07-01,2022,7,08,44
2022-08-01,2022,8,08,33
2022-09-01,2022,9,08,12
2022-10-01,2022,10,08,68
2022-11-01,2022,11,08,444
2022-12-01,2022,12,08,1225
2023-01-01,2023,1,08,308
2023-02-01,2023,2,08,86
2023-03-01,2023,3,08,46
2023-04-01,2023,4,08,49
2023-05-01,2023,5,08,32
2020-03-01,2020,3,09,0
2020-04-01,2020,4,09,0
2020-05-01,2020,5,09,0
2020-06-01,2020,6,09,0
2020-07-01,2020,7,09,0
2020-08-01,2020,8,09,0
2020-09-01,2020,9,09,0
2020-10-01,2020,10,09,0
2020-11-01,2020,11,09,3
2020-12-01,2020,12,09,6
2021-01-01,2021,1,09,2
2021-02-01,2021,2,09,0
2021-03-01,2021,3,09,0
2021-04-01,2021,4,09,0
2021-05-01,2021,5,09,1
2021-06-01,2021,6,09,0
2021-07-01,2021,7,09,1
2021-08-01,2021,8,09,0
2021-09-01,2021,9,09,0
2021-10-01,2021,10,09,0
2021-11-01,2021,11,09,12
2021-12-01,2021,12,09,84
2022-01-01,2022,1,09,26
2022-02-01,2022,2,09,12
2022-03-01,2022,3,09,73
2022-04-01,2022,4,09,213
2022-05-01,2022,5,09,260
2022-06-01,2022,6,09,73
2022-07-01,2022,7,09,20
2022-08-01,2022,8,09,17
2022-09-01,2022,9,09,13
2022-10-01,2022,10,09,65
2022-11-01,2022,11,09,689
2022-12-01,2022,12,09,1424
2023-01-01,2023,1,09,301
2023-02-01,2023,2,09,61
2023-03-01,2023,3,09,56
2023-04-01,2023,4,09,52
2023-05-01,2023,5,09,36
2020-03-01,2020,3,10,0
2020-04-01,2020,4,10,0
2020-05-01,2020,5,10,0
2020-06-01,2020,6,10,0
2020-07-01,2020,7,10,0
2020-08-01,2020,8,10,0
2020-09-01,2020,9,10,0
2020-10-01,2020,10,10,0
2020-11-01,2020,11,10,0
2020-12-01,2020,12,10,10
2021-01-01,2021,1,10,3
2021-02-01,2021,2,10,0
2021-03-01,2021,3,10,0
2021-04-01,2021,4,10,2
2021-05-01,2021,5,10,0
2021-06-01,2021,6,10,0
2021-07-01,2021,7,10,1
2021-08-01,2021,8,10,3
2021-09-01,2021,9,10,2
2021-10-01,2021,10,10,6
2021-11-01,2021,11,10,18
2021-12-01,2021,12,10,51
2022-01-01,2022,1,10,25
2022-02-01,2022,2,10,6
2022-03-01,2022,3,10,23
2022-04-01,2022,4,10,81
2022-05-01,2022,5,10,21
2022-06-01,2022,6,10,18
2022-07-01,2022,7,10,4
2022-08-01,2022,8,10,6
2022-09-01,2022,9,10,2
2022-10-01,2022,10,10,7
2022-11-01,2022,11,10,175
2022-12-01,2022,12,10,159
2023-01-01,2023,1,10,68
2023-02-01,2023,2,10,13
2023-03-01,2023,3,10,8
2023-04-01,2023,4,10,1
2023-05-01,2023,5,10,4
2020-03-01,2020,3,12,0
2020-04-01,2020,4,12,0
2020-05-01,2020,5,12,0
2020-06-01,2020,6,12,0
2020-07-01,2020,7,12,0
2020-08-01,2020,8,12,0
2020-09-01,2020,9,12,0
2020-10-01,2020,10,12,49
2020-11-01,2020,11,12,164
2020-12-01,2020,12,12,226
2021-01-01,2021,1,12,235
2021-02-01,2021,2,12,237
2021-03-01,2021,3,12,291
2021-04-01,2021,4,12,226
2021-05-01,2021,5,12,185
2021-06-01,2021,6,12,110
2021-07-01,2021,7,12,172
2021-08-01,2021,8,12,161
2021-09-01,2021,9,12,127
2021-10-01,2021,10,12,170
2021-11-01,2021,11,12,306
2021-12-01,2021,12,12,472
2022-01-01,2022,1,12,385
2022-02-01,2022,2,12,286
2022-03-01,2022,3,12,378
2022-04-01,2022,4,12,630
2022-05-01,2022,5,12,1762
2022-06-01,2022,6,12,1894
2022-07-01,2022,7,12,546
2022-08-01,2022,8,12,354
2022-09-01,2022,9,12,308
2022-10-01,2022,10,12,685
2022-11-01,2022,11,12,2569
2022-12-01,2022,12,12,4315
2023-01-01,2023,1,12,3079
2023-02-01,2023,2,12,993
2023-03-01,2023,3,12,788
2023-04-01,2023,4,12,632
2023-05-01,2023,5,12,597
2020-02-01,2020,2,13,0
2020-03-01,2020,3,13,0
2020-04-01,2020,4,13,0
2020-05-01,2020,5,13,0
2020-06-01,2020,6,13,0
2020-07-01,2020,7,13,0
2020-08-01,2020,8,13,0
2020-09-01,2020,9,13,0
2020-10-01,2020,10,13,21
2020-11-01,2020,11,13,67
2020-12-01,2020,12,13,82
2021-01-01,2021,1,13,112
2021-02-01,2021,2,13,90
2021-03-01,2021,3,13,95
2021-04-01,2021,4,13,68
2021-05-01,2021,5,13,52
2021-06-01,2021,6,13,25
2021-07-01,2021,7,13,37
2021-08-01,2021,8,13,65
2021-09-01,2021,9,13,97
2021-10-01,2021,10,13,68
2021-11-01,2021,11,13,110
2021-12-01,2021,12,13,233
2022-01-01,2022,1,13,171
2022-02-01,2022,2,13,162
2022-03-01,2022,3,13,160
2022-04-01,2022,4,13,166
2022-05-01,2022,5,13,231
2022-06-01,2022,6,13,157
2022-07-01,2022,7,13,118
2022-08-01,2022,8,13,88
2022-09-01,2022,9,13,172
2022-10-01,2022,10,13,570
2022-11-01,2022,11,13,1014
2022-12-01,2022,12,13,748
2023-01-01,2023,1,13,444
2023-02-01,2023,2,13,301
2023-03-01,2023,3,13,240
2023-04-01,2023,4,13,178
2023-05-01,2023,5,13,172
2020-01-01,2020,1,15,0
2020-02-01,2020,2,15,0
2020-03-01,2020,3,15,0
2020-04-01,2020,4,15,0
2020-05-01,2020,5,15,0
2020-06-01,2020,6,15,0
2020-07-01,2020,7,15,0
2020-08-01,2020,8,15,0
2020-09-01,2020,9,15,0
2020-10-01,2020,10,15,0
2020-11-01,2020,11,15,1
2020-12-01,2020,12,15,0
2021-01-01,2021,1,15,0
2021-02-01,2021,2,15,0
2021-03-01,2021,3,15,0
2021-04-01,2021,4,15,0
2021-05-01,2021,5,15,0
2021-06-01,2021,6,15,0
2021-07-01,2021,7,15,3
2021-08-01,2021,8,15,3
2021-09-01,2021,9,15,1
2021-10-01,2021,10,15,0
2021-11-01,2021,11,15,1
2021-12-01,2021,12,15,1
2022-01-01,2022,1,15,0
2022-02-01,2022,2,15,0
2022-03-01,2022,3,15,2
2022-04-01,2022,4,15,24
2022-05-01,2022,5,15,27
2022-06-01,2022,6,15,16
2022-07-01,2022,7,15,7
2022-08-01,2022,8,15,7
2022-09-01,2022,9,15,11
2022-10-01,2022,10,15,23
2022-11-01,2022,11,15,58
2022-12-01,2022,12,15,94
2023-01-01,2023,1,15,33
2023-02-01,2023,2,15,23
2023-03-01,2023,3,15,15
2023-04-01,2023,4,15,7
2023-05-01,2023,5,15,7
2020-03-01,2020,3,16,0
2020-04-01,2020,4,16,0
2020-05-01,2020,5,16,0
2020-06-01,2020,6,16,0
2020-07-01,2020,7,16,0
2020-08-01,2020,8,16,0
2020-09-01,2020,9,16,0
2020-10-01,2020,10,16,1
2020-11-01,2020,11,16,2
2020-12-01,2020,12,16,8
2021-01-01,2021,1,16,6
2021-02-01,2021,2,16,0
2021-03-01,2021,3,16,4
2021-04-01,2021,4,16,6
2021-05-01,2021,5,16,0
2021-06-01,2021,6,16,2
2021-07-01,2021,7,16,0
2021-08-01,2021,8,16,2
2021-09-01,2021,9,16,2
2021-10-01,2021,10,16,0
2021-11-01,2021,11,16,7
2021-12-01,2021,12,16,10
2022-01-01,2022,1,16,14
2022-02-01,2022,2,16,7
2022-03-01,2022,3,16,63
2022-04-01,2022,4,16,71
2022-05-01,2022,5,16,55
2022-06-01,2022,6,16,24
2022-07-01,2022,7,16,10
2022-08-01,2022,8,16,7
2022-09-01,2022,9,16,7
2022-10-01,2022,10,16,8
2022-11-01,2022,11,16,373
2022-12-01,2022,12,16,955
2023-01-01,2023,1,16,192
2023-02-01,2023,2,16,17
2023-03-01,2023,3,16,18
2023-04-01,2023,4,16,17
2023-05-01,2023,5,16,17
2020-02-01,2020,2,17,0
2020-03-01,2020,3,17,0
2020-04-01,2020,4,17,0
2020-05-01,2020,5,17,0
2020-06-01,2020,6,17,0
2020-07-01,2020,7,17,0
2020-08-01,2020,8,17,0
2020-09-01,2020,9,17,0
2020-10-01,2020,10,17,6
2020-11-01,2020,11,17,30
2020-12-01,2020,12,17,22
2021-01-01,2021,1,17,38
2021-02-01,2021,2,17,22
2021-03-01,2021,3,17,13
2021-04-01,2021,4,17,37
2021-05-01,2021,5,17,13
2021-06-01,2021,6,17,14
2021-07-01,2021,7,17,32
2021-08-01,2021,8,17,17
2021-09-01,2021,9,17,7
2021-10-01,2021,10,17,12
2021-11-01,2021,11,17,32
2021-12-01,2021,12,17,136
2022-01-01,2022,1,17,99
2022-02-01,2022,2,17,78
2022-03-01,2022,3,17,299
2022-04-01,2022,4,17,457
2022-05-01,2022,5,17,409
2022-06-01,2022,6,17,82
2022-07-01,2022,7,17,43
2022-08-01,2022,8,17,60
2022-09-01,2022,9,17,35
2022-10-01,2022,10,17,225
2022-11-01,2022,11,17,2489
2022-12-01,2022,12,17,3275
2023-01-01,2023,1,17,695
2023-02-01,2023,2,17,120
2023-03-01,2023,3,17,97
2023-04-01,2023,4,17,110
2023-05-01,2023,5,17,109
2020-01-01,2020,1,18,0
2020-02-01,2020,2,18,0
2020-03-01,2020,3,18,0
2020-04-01,2020,4,18,0
2020-05-01,2020,5,18,0
2020-06-01,2020,6,18,0
2020-07-01,2020,7,18,0
2020-08-01,2020,8,18,0
2020-09-01,2020,9,18,0
2020-10-01,2020,10,18,0
2020-11-01,2020,11,18,29
2020-12-01,2020,12,18,44
2021-01-01,2021,1,18,42
2021-02-01,2021,2,18,35
2021-03-01,2021,3,18,36
2021-04-01,2021,4,18,104
2021-05-01,2021,5,18,19
2021-06-01,2021,6,18,28
2021-07-01,2021,7,18,61
2021-08-01,2021,8,18,118
2021-09-01,2021,9,18,73
2021-10-01,2021,10,18,54
2021-11-01,2021,11,18,65
2021-12-01,2021,12,18,323
2022-01-01,2022,1,18,188
2022-02-01,2022,2,18,178
2022-03-01,2022,3,18,488
2022-04-01,2022,4,18,369
2022-05-01,2022,5,18,181
2022-06-01,2022,6,18,79
2022-07-01,2022,7,18,54
2022-08-01,2022,8,18,51
2022-09-01,2022,9,18,131
2022-10-01,2022,10,18,319
2022-11-01,2022,11,18,1536
2022-12-01,2022,12,18,3013
2023-01-01,2023,1,18,672
2023-02-01,2023,2,18,154
2023-03-01,2023,3,18,149
2023-04-01,2023,4,18,67
2023-05-01,2023,5,18,87
2020-02-01,2020,2,19,0
2020-03-01,2020,3,19,0
2020-04-01,2020,4,19,0
2020-05-01,2020,5,19,0
2020-06-01,2020,6,19,0
2020-07-01,2020,7,19,0
2020-08-01,2020,8,19,0
2020-09-01,2020,9,19,0
2020-10-01,2020,10,19,3
2020-11-01,2020,11,19,37
2020-12-01,2020,12,19,22
2021-01-01,2021,1,19,14
2021-02-01,2021,2,19,6
2021-03-01,2021,3,19,13
2021-04-01,2021,4,19,20
2021-05-01,2021,5,19,4
2021-06-01,2021,6,19,1
2021-07-01,2021,7,19,0
2021-08-01,2021,8,19,5
2021-09-01,2021,9,19,10
2021-10-01,2021,10,19,0
2021-11-01,2021,11,19,5
2021-12-01,2021,12,19,22
2022-01-01,2022,1,19,49
2022-02-01,2022,2,19,194
2022-03-01,2022,3,19,205
2022-04-01,2022,4,19,98
2022-05-01,2022,5,19,56
2022-06-01,2022,6,19,27
2022-07-01,2022,7,19,6
2022-08-01,2022,8,19,10
2022-09-01,2022,9,19,12
2022-10-01,2022,10,19,49
2022-11-01,2022,11,19,328
2022-12-01,2022,12,19,1300
2023-01-01,2023,1,19,381
2023-02-01,2023,2,19,42
2023-03-01,2023,3,19,32
2023-04-01,2023,4,19,20
2023-05-01,2023,5,19,16
2020-01-01,2020,1,20,0
2020-02-01,2020,2,20,0
2020-03-01,2020,3,20,0
2020-04-01,2020,4,20,0
2020-05-01,2020,5,20,0
2020-06-01,2020,6,20,0
2020-07-01,2020,7,20,0
2020-08-01,2020,8,20,0
2020-09-01,2020,9,20,0
2020-10-01,2020,10,20,14
2020-11-01,2020,11,20,18
2020-12-01,2020,12,20,45
2021-01-01,2021,1,20,40
2021-02-01,2021,2,20,19
2021-03-01,2021,3,20,30
2021-04-01,2021,4,20,31
2021-05-01,2021,5,20,17
2021-06-01,2021,6,20,5
2021-07-01,2021,7,20,14
2021-08-01,2021,8,20,10
2021-09-01,2021,9,20,10
2021-10-01,2021,10,20,35
2021-11-01,2021,11,20,20
2021-12-01,2021,12,20,75
2022-01-01,2022,1,20,115
2022-02-01,2022,2,20,103
2022-03-01,2022,3,20,160
2022-04-01,2022,4,20,114
2022-05-01,2022,5,20,37
2022-06-01,2022,6,20,12
2022-07-01,2022,7,20,14
2022-08-01,2022,8,20,10
2022-09-01,2022,9,20,5
2022-10-01,2022,10,20,60
2022-11-01,2022,11,20,504
2022-12-01,2022,12,20,966
2023-01-01,2023,1,20,228
